Name,Platform
NatGeo Challenge! Wild Life,Wii
Holly Hobbie & Friends,DS
Glacier2,Wii
Gitaroo Man Lives!,PSP
Heathcliff! Frantic Foto,DS
Memories Off 6: T-Wave,PS2
Famicom Remix Best Choice,3DS
Ide Yosuke no Mahjong Kazoku,PS
Jig-A-Pix: Pets,DS
R-Type Command (correct US sales),PSP
Quiz Mobile Gundam: Toi Senshi DX,PSP
E.T. The Extra-Terrestrial: Interplanetary Mission,PS
Story Hour: Fairy Tales,Wii
Dynasty Warriors Vol. 2 (JP sales),PSP
Crypt Killer,PS
Tokumei Sentai Go-Busters,DS
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV
Train Simulator 2016,PC
PO'ed,PS
Battle Hunter,PS
Wicked Monster Blast!,Wii
Adidas Power Soccer,PS
Darklight Conflict,PS
Shin Hayarigami,PS3
Warriors Orochi 3,XOne
Art of Fighting 3: The Path of the Warrior,NG
I'm A Celebrity: Get Me Out of Here!,DS
Konami Arcade Classics,PS
Hunter x Hunter: Wonder Adventure,PSP
Ao no Exorcist: Genkoku no Labyrinth,PSP
Minna no Chizu,PSP
Doom II: Hell on Earth,GBA
Taikou Risshiden V,PSP
Jikkyou Powerful Major League,GC
NASCAR Heat Evolution,XOne
Suzumiya Haruhi no Tsuisou,PSP
Ar Nosurge: Ode to an Unborn Star,PSV
Jikkyou World Soccer 2002,PS2
Sleepover Party,Wii
Tenshou Gakuen Gekkouroku,PS2
Ski-Doo Snowmobile Challenge,X360
Aquanaut's Holiday: Kakusareta Kiroku,PS3
Ragnarok Odyssey,PS3
Texas Hold 'Em Poker DS,DS
Big Mutha Truckers,GBA
Magical Starsign (JP sales),DS
DT Carnage,PSP
GoPets: Vacation Island,DS
Pia Carrot e Youkoso!! 2.5,DC
Sherlock Holmes: Secret of The Silver Earring,Wii
Da Capo I & II Plus Situation Portable,PSP
Winning Post 8,PSV
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS
Monster Hunter Frontier Online: Season 9.0,X360
Garfield: The Search for Pooky,GBA
Galaxy Fight,SAT
Super Hero Generation,PSV
Mr. Driller,PS
Toki no Kizuna: Sekigahara Kitan,PSP
Norn9: Norn + Nonette,PSP
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2
Summer Challenge: Athletics Tournament,PS3
Chaos;Head Noah,X360
Tears to Tiara Anecdotes: The Secret of Avalon,PS3
Logic Machines,DS
Nobunaga's Ambition II,3DS
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3
Rhapsody: A Musical Adventure,PS
Music Maker: Rockstar,PS2
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS
Formula 1 06,PS2
Fighting Vipers 2,DC
Richard Burns Rally,PC
Beatdown: Fists of Vengeance,XB
Enchanted Arms (JP sales),PS3
Onsei Kanjou Sokuteiki: Kokoro Scan,DS
Sid Meier's Railroads!,PC
Clock Zero: Shuuen no Ichibyou Portable,PSP
Trick x Logic: Season 2,PSP
San Goku Shi DS 3,DS
Hakuouki: Zuisouroku,PS2
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2
Jikkyou Powerful Major League 2009,Wii
SD Gundam Force: Showdown!,PS2
The Treasures of Montezuma,DS
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2
Ailu de Puzzle,PSP
Real Soccer 2008,DS
True Pinball,PS
Stadium Games,GBA
Power Play Pool,DS
J-League Pro Striker 2,GEN
Mahjong Taikai,DS
Super Robot Taisen: Scramble Commander the 2nd,PS2
Just Dance 2017,X360
Jane's Hotel,DS
Espgaluda II Black Label,X360
Hot Potato!,GBA
The Croods: Prehistoric Party!,3DS
Kiniro no Corda 2 f,PSP
Pro Evolution Soccer 2017,X360
World in Conflict: Complete Edition,PC
Deception III: Dark Delusion,PS
Ultimate Game Room,DS
Warhammer: The End Times - Vermintide,PS4
DoraMoji: Nobita no Kanji Daisakusen,3DS
Half-Minute Hero 2,PSP
Cook Wars,Wii
Kuroshitsuji: Phantom & Ghost,DS
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS
Macross ? Scramble,PSV
Sudoku Ball Detective,Wii
The Ant Bully,GBA
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP
Tao Adventure: Curse Demon,DS
"My World, My Way (US sales)",DS
Black Stone: Magic & Steel,XB
NHRA Drag Racing: Countdown to the Championship,PS2
Sins of a Solar Empire: Trinity,PC
Bratz Kidz,DS
Harukanaru Toki no Naka de: Maihitoyo,PS2
Housekeeping,DS
My Hero Academia: Battle for All,3DS
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS
Sangoku Koi Senki: Otome no Heihou!,PSP
Castlevania Bloodlines,GEN
Hakuouki: Zuisouroku DS,DS
Detective Conan: Prelude from the Past,PSP
100 Classic Games,DS
Luminous Arc 3,DS
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU
XBLAZE Code: Embryo,PS3
The Legend of Heroes: Trails in the Sky SC Evolution,PSV
FabStyle,3DS
Astrology DS,DS
Zenkoku Dekotora Matsuri,Wii
Cooking Mama: My Sweets Shop,3DS
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS
Onechanbara Z Kagura,PS3
Dead or Alive Xtreme 3: Venus,PSV
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3
PriPara Mezameyo! Megami no Dress Design,3DS
Sengoku Basara: Sanada Yukimura-Den,PS4
Marines: Modern Urban Combat,Wii
The Idolmaster: Gravure For You! Vol. 4,PS3
Puyo Pop Fever(us sales),DS
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS
Deal or No Deal: Special Edition,DS
Puyo Puyo 7,PSP
Asterix & Obelix: Kick Buttix,PS2
Radiant Silvergun,SAT
Care Bears - Care Quest,GBA
Burnout Paradise: The Ultimate Box,X360
Even in a Game Listen to Me Girls. I Am Your Father!,PSP
Tokyo Majin Gakuen: Kenfuuchou,DS
Challenge Me: Word Puzzles,DS
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA
NHRA Drag Racing: Countdown to the Championship,PSP
Zatch Bell! Electric Arena,GBA
Gothic Universe,PC
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2
Diabolik Lovers: Dark Fate,PSV
Sky Dancers,GBA
Need for Speed (2015),PC
Deer Drive: Legends,3DS
World Series of Poker: Tournament of Champions 2007 Edition,PS2
Yggdra Union: We'll Never Fight Alone,GBA
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3
Caesar III,PC
Wangan Midnight,PS3
Cabela's Dangerous Hunts 2,GC
Kekkaishi: Kokubourou no Kage,Wii
Suzumiya Haruhi no Tsuisou,PS3
Mame Goma: Shiro to Kuro no Meikyuu,3DS
Trap Gunner: Countdown to Oblivion,PS
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS
Harukanaru Toki no Naka de Yumenoukihashi Special,PS2
Tsuyo Kiss: Mighty Heart,PS2
Gacharoku,PS2
Cake Mania: Baker's Challenge,PSP
SX Superstar,GC
Zoo Vet: Endangered Animals,DS
Paddington: Adventures in London,3DS
Langrisser: Re:Incarnation Tensei,3DS
Atelier Firis: The Alchemist of the Mysterious Journey,PS4
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS
SD Gundam G Generation: Gather Beat 2,WS
Hello Kitty: Roller Rescue,PC
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS
Batman Forever: The Arcade Game,PS
Romance of the Three Kingdoms (3DS),3DS
Living Legends: Frozen Beauty,PC
Cabela's Outdoor Adventures,GC
Penguins of Madagascar,WiiU
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3
Backyard NFL Football 2006,GBA
,GEN
,GEN
Detective Conan: Phantom Rhapsody,3DS
Mashiro Iro Symphony: *mutsu-no-hana,PSP
Monster Guardians,GBA
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP
An American Tail: Fievel's Gold Rush,GBA
Magna Carta Portable,PSP
Diabolik Lovers: More Blood,PSP
Swords,Wii
Super Dodgeball Brawlers (jp sales),DS
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP
Crazy Chicken: Star Karts,DS
M&Ms Shell Shocked,PS
K-On! After School Live!! HD Ver.,PS3
Metal Gear Solid: The Essential Collection (JP sales),PS2
Ukiyo no Shishi,PS3
3D Baseball,PS
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2
First Queen: Ornic Senki,SNES
Dream C Club Zero,X360
Shining Stars,DS
Medabots 9: Metabee / Rokusho,3DS
Tail Concerto,PS
James Pond: Codename Robocod,GBA
Might & Magic X: Legacy,PC
Night Head: The Labyrinth,PS
Emma at the Farm,DS
Utawarerumono Portable,PSP
Gaia Saver Hero Saidai no Sakusen,SNES
Kevin Van Dam: Big Bass Challenge,Wii
Sacra Terra: Angelic Night,PC
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS
7 Wonders: Treasures of Seven,DS
YoKai Watch Dance: Just Dance Special Version,WiiU
Safari Adventures: Africa,Wii
Junior Island Adventure,DS
Clever Kids: Pirates,DS
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP
Yumeiro Patissiere: My Sweets Cooking,DS
Prey,PC
Clannad,PS3
PowerSlave,PS
SBK 2011: FIM Superbike World Championship,PC
Championship Manager Season 01/02,PC
Project Gotham Racing 2 (JP weekly sales),XB
Maximum Racing: Drag & Stock Racer,Wii
Let's Sing 2016,PS4
Casino Chaos With Las Vegas Players Collection,PC
Jewel Master: Cradle of Rome,Wii
Dragon's Dogma Online,PS3
Nancy Drew: Alibi In Ashes,PC
Crash Time: Autobahn Pusuit,X360
Angler's Club: Ultimate Bass Fishing 3D,3DS
Zoo Tycoon,PC
Super Hero Generation,PS3
Tamagotchi no Doki Doki Dream Omisecchi,3DS
Toushin Toshi,3DS
Trine 2,WiiU
Suujin Taisen,DS
Driv3r,GBA
Best Friends Tonight,DS
Fritz Chess,PS3
River King: Mystic Valley (jp sales),DS
Winning Post World,PS2
Beyond the Labyrinth,3DS
Atelier Sophie: The Alchemist of the Mysterious Book,PS3
.hack: Sekai no Mukou ni + Versus,PS3
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS
Clash of Elementalists,3DS
Rugby 15,PSV
Cooking Mama 5: Bon Appetit!,3DS
Mame Goma: Honobo no Nikki,DS
F1 2016 (Codemasters),PC
Disney's Hide & Sneak,GC
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2
Raw Danger!,PS2
Monster Rancher Hop-A-Bout,PS
3DS Classic Collection,3DS
Custom Beat Battle: Draglade 2,DS
Gotouchi Kenkei DS,DS
The Sims 2: Glamour Life Stuff,PC
Bikkuriman Daijiten,DS
Accel World: Ginyoku no Kakusei,PS3
Elf Bowling 1 & 2,GBA
Turbo: Super Stunt Squad,DS
Game of Thrones (Telltale),XOne
Batman: A Telltale Game Series,X360
Mystery Case Files: Ravenhearst,PC
Vitamin X Evolution,DS
Saru! Get You! SaruSaru Daisakusen,PSP
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC
Barbie and Her Sisters Puppy Rescue,3DS
Arthur and the Invisibles,DS
The Flintstones: Big Trouble in Bedrock,GBA
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS
Summon Night 6: Lost Borders,PS4
Majesty 2: The Fantasy Kingdom Sim,X360
Silverlicious,DS
Smart Girl's Winter Wonderland,DS
BeatMania IIDX 14 Gold,PS2
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT
Toriko: Ultimate Survival,3DS
Vegas Casino,DS
Madou Monogatari,SAT
Maximum Racing: GP Classic Racing,Wii
Togainu no Chi: True Blood,PS2
Castlevania: Lords of Shadow - Reverie,PS3
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS
Chicken Shoot 2,GBA
Tokyo Xanadu eX+,PS4
Airship Q,PSV
A Good Librarian Like a Good Shepherd: Library Party,PSV
River City Super Sports Challenge,DS
Sea Park Tycoon,DS
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2
Accel World: Ginyoku no Kakusei,PSP
Travel Coach: Europe 1,DS
Classic Dungeon: Fuyoku no Masoujin,PSP
Rampo,SAT
My Pet Shop (JP sales),DS
Hallowed Legends: Samhain,PC
Exstetra,PSV
Dodge Racing: Charger vs Challenger,DS
Hakuoki Zuisouroku Omokage Hana,PSV
Beastly,Wii
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS
Rome: Total War - Gold Edition,PC
Breath of Fire III,PSP
Biker Mice From Mars,DS
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV
Hiiro no Kakera 2: Hisui no Shizuku,PS2
Summer Athletics 2009,X360
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS
JoJo's Bizarre Adventure: Eyes of Heaven,PS3
Pro Yakyuu Spirits 5 Kanzenban,PS3
Rugby World Cup 2015,X360
Cabela's Big Game Hunter: Pro Hunts,PS3
Hajime no Ippo: The Fighting! (2014),PS3
Game of Thrones (Telltale),X360
Totally Spies!,GBA
Jig-A-Pix: Wild World,DS
DragonHeart: Fire & Steel,PS
Chaos;Head - Love Chu*Chu!,X360
Nishijin Pachinko Monogatari 2,SNES
The Walking Dead: Season One,PC
Hyperdimension Neptunia Re;Birth 2,PSV
Top Gun: Hard Lock,PS3
Alia's Carnival! Sacrament,PSV
Mushihimesama Futari Ver 1.5,X360
Pocket Fighter,SAT
Toaru Majutsu no Kagaku no Ensemble,PSP
Ojyousama Express,SAT
Starsky & Hutch,GBA
Brothers Conflict: Brilliant Blue,PSP
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii
Fullmetal Alchemist: Brotherhood,PSP
Bad Apple Wars,PSV
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS
House M.D.,DS
thinkSMART FAMILY!,Wii
Last Escort: Club Katze,PSP
Renai Revenge,PSV
Mahjong 300,DS
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP
WRC 5: FIA World Rally Championship,PSV
Infinite Stratos 2: Ignition Hearts,PSV
Otometeki Koi Kakumei * Love Revo,PS2
Guitar Hero: World Tour,PC
Super Meat Boy: Ultra Edition!,PC
Super Heroine Chronicle,PS3
Otomedius Gorgeous,X360
Kiniro no Corda 3,PS2
Highschool Terra Story,SAT
Emergency! Disaster Rescue Squad,DS
Suggoi! Arcana Heart 2,PS2
Crazy Machines,DS
Ebikore Photo Kano Kiss,PSV
East India Company Collection,PC
Mother Goose no Himitsu no Yakata,PSP
Fast & Furious: Showdown,X360
Winning Post 7 2009,PSP
Puzzle & Action: Tant-R,GEN
Code Lyoko: Quest for Infinity,PSP
The Voice,PS3
Kekkaishi: Kokubourou Shuurai,DS
Montessori Music,DS
World Sports Competition,PS3
Shugo Chara! Amunonijiro Chara Change,DS
Renai 0 Kilometer,PSP
Far East of Eden Shinden,NG
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS
MotorHead,PS
Max & the Magic Marker,Wii
Ao no Kanata no Four Rhythm,PSV
StormLover,PSP
Gloria Union,PSP
Gensou Suikoden I & II,PSP
Shaun White Skateboarding,PC
Eyeshield 21: DevilBats DevilDays,GBA
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU
Jyuzaengi: Engetsu Sangokuden,PSP
Ratatouille,PC
Shin Sangoku Musou Online: Kamishou Ranbu,PS3
Dancing Blade II: Tears of Eden,PS
Kokoro no Kokoron,DS
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2
BeatMania IIDX 13: DistorteD,PS2
Go! Go! Hypergrind,GC
Great Edo Blacksmith,PSV
Keshisasu-Kun: Battle Kas-tival,DS
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS
Peak Performance,PS
Young Justice: Legacy,3DS
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS
DokiDoki Majo Shinpan! 2,DS
Zoboomafoo: Leapin' Lemurs!,PS
Dennou Senki Virtual-On Force,X360
Rugby 15,X360
Nettou! Powerful Koushien,DS
King Arthur II,PC
Armored Core SL: Silent Line Portable,PSP
Looney Tunes: Galactic Sports,PSV
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP
Lethal Enforcers I & II,PS
Who Wants to be a Millionaire: 1st Edition,DS
Minna no Golf Jou Vol.1,PSP
Super Collapse! II,GBA
Pop'n Music 14 Fever!,PS2
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP
Lux-Pain (JP sales),DS
Smashing Drive,GBA
Big Mountain 2000,N64
Starshot: Space Circus Fever,N64
Charlie Blasts Territory,N64
Senko no Ronde DUO,X360
Tokimeki Memorial Girl's Side 1st Love Plus,DS
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP
Code Geass: Hangyaku no Lelouch,DS
Terraria,WiiU
Hudson x GReeeeN Live!? DeeeeS!?,DS
Daibakushou: Jinsei Gekijou,SNES
Marble Madness / Klax,GBA
Downstream Panic!,PSP
Suzumiya Haruhi no Chokuretsu,DS
DJ Max Portable 3,PSP
Boot Camp Academy,Wii
The Idolmaster: Gravure For You! Vol. 5,PS3
S.Y.K Renshouden,PS2
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP
Nectaris: Military Madness,PS
Galaxy Angel II: Mugen Kairou no Kagi,PS2
D.C.I.F.: Da Capo Innocent Finale,PS2
Konpeki no Kantai,SNES
Who Wants to be a Millionaire: 1st Edition,Wii
BRAHMA Force: The Assault on Beltlogger 9,PS
Tenka-bito,PS2
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS
Samurai Spirits: Tenkaichi Kenkakuden,PS2
Robo Pit,PS
Story Hour: Adventures,Wii
Muv-Luv Alternative: Total Eclipse,PS3
Heathcliff! The Fast and the Furriest,Wii
Darius Burst: Chronicle Saviours,PSV
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS
Hakuouki,PS2
"Princess Natasha: Student, Secret Agent, Princess",DS
Monster Hunter Frontier Online: Season 10,X360
Armored Core: Last Raven Portable,PSP
Master of Monsters: Disciples of Gaia,PS
SD Gundam: Gashapon Wars,Wii
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV
Nippon no Asoko de,PSP
Higurashi no Naku Koro ni Iki,PSV
Harley-Davidson: Road Trip,Wii
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV
MapleStory DS,DS
Playmobil Top Agents,DS
Pimp My Ride: Street Racing,DS
Romance of the Three Kingdoms II,3DS
Blue Breaker: Ken Yorimo Hohoemi o,PCFX
Bladestorm: Nightmare,PS3
BeatMania IIDX 15: DJ Troopers,PS2
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP
OZMAFIA!! -vivace-,PSV
Drake & Josh: Talent Showdown,DS
Hissatsu Pachinko Collection 3,SNES
Kung Fu Panda: Showdown of Legendary Legends,3DS
Oumagatoki: Kaidan Romance,PSP
Mahjong Kakutou Club: Zenkoku Taisenban,PS3
Hayate no Gotoku! Nightmare Paradise,PSP
New Tokyo Legacy: Operation Babel,PSV
HappinessCharge PreCure! Kawarun Collection,3DS
Nanashi no Game Me,DS
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS
Megpoid the Music#,PSP
Batman: A Telltale Game Series,XOne
Wallace & Gromit in Project Zoo,XB
Boulder Dash: Rocks!,DS
Grid Runner,PS
Saihai no Yukue,DS
World of Zoo,PC
Guitar Freaks V & DrumMania V,PS2
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS
Royal Palace of White Sword and The City of Gentiles,PC
Triple Pack: Xbox Live Arcade Compilation,X360
Dream Pinball 3D,DS
Winter Sports 3: The Great Tournament,PS3
Power Poke Dash,GBA
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS
Detective Opera: Milky Holmes 2,PSP
Nisekoi: Yomeiri!?,PSV
Blaze Union: Story to Reach the Future,PSP
Barbie and Her Sisters Puppy Rescue,Wii
Handball 16,PS3
World of Tanks,X360
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS
Samurai Warriors: Sanada Maru,PS4
Battlefield 1942: The WW II Anthology,PC
Genkai Tokki: Seven Pirates,PSV
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3
Parfait,PSV
Roadsters,PS
Merv Griffin's Crosswords,DS
DeathSmiles II,X360
The Great Mystery Hidden Object Package 5,PC
Kenka Bancho Otome,PSV
Calcio Bit,GBA
Star Trek: The Game,PC
Galaxy Angel II: Zettairyouiki no Tobira,PS2
Hyakumanton no Bara Bara,PSP
Hajime no Ippo: The Fighting,GBA
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP
Gudetama: Hanjuku de Tanomuwa,3DS
LEGO Legends of Chima: Laval's Journey,DS
Bleach DS 4th: Flame Bringer,DS
Pacific Liberator,Wii
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP
Puzzle Challenge: Crosswords and More!,Wii
Nisenochigiri: Omoide no Saki e,PSP
Girls Only,DS
In Cold Blood,PS
Fireblade,GC
Kamigami no Asobi,PSP
Harukanaru Toki no Naka de 6,PSV
Kong: King of Atlantis,GBA
Kidou Senshi V Gundam,SNES
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS
Wrestle Angels: Survivor 2,PS2
Onechanbara Z Kagura,X360
Mega Minis Volume 2,PSP
Safari Adventures: Africa,DS
Tsuku Monogatari,PSP
Vitamin Z,PS2
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP
Harukanaru Toki no Naka de 5: Kazahanaki,PSP
Tom and Jerry in War of the Whiskers,XB
Nobunaga no Yabou DS 2,DS
The IdolM@ster: Gravure For You! Vol. 6,PS3
Metal Saga: Hagane no Kisetsu,DS
SingStar Fussballhits,PS3
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV
Dream Club Zero Portable,PSV
Samurai Warriors 2,PS3
Mystery Trackers: The Void,PC
Diabolik Lovers: Lunatic Parade,PSV
Battle Arena Toshinden URA,SAT
The Croods: Prehistoric Party!,WiiU
Betty Boop's Double Shift,DS
Battle vs. Chess,X360
Biohazard: Revival Selection,X360
Cabela's Big Game Hunter: Pro Hunts,X360
Labyrinth Cross Blood: Infinity,PSV
UK Truck Simulator,PC
Loading Human,PS4
The Settlers II 10th Anniversary,PC
Kangokutou Mary Skelter,PSV
Akane Iro ni Somaru Saka Parallel,PS2
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP
Monster Hunter Frontier Online: Forward 1,X360
SingStar Chartbreaker,PS3
Timeshock! Pro Pinball,PS
Little Bears,DS
Starry ? Sky: In Winter,PSP
Rush Hour,PS
Gintama: Banji Oku Chuubu!,Wii
Pro Evolution Soccer 2012,3DS
Saka Agari Hurricane Portable,PSP
Negima!? Dream Tactic Yumemiru Otome Princess,PS2
Rugby League Live,X360
Yuusha Shisu.,PSV
Dakar 2: The World's Ultimate Rally,GC
Sengoku Basara: Sanada Yukimura-Den,PS3
Kisuato,PSV
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP
1000 Cooking Recipes from ELLE à table,DS
Greg Hastings' Tournament Paintball Max'd,GBA
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS
Dragon Tamer: Sound Spirit,DS
Dream Girl Premier,3DS
Kiniro no Corda 2 f Encore,PSP
La Pucelle: Ragnarok,PSP
Darius II,SAT
Bleach: Soul Carnival 2,PSP
ParaParaParadise,PS2
Tiger & Bunny: On-Air Jack!,PSP
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2
Putty Squad,PSV
Rugby League Live,PS3
The Perfect Golf,PS
Wrestle Kingdom,PS2
Demon Driver: Time to Burn Rubber!,GBA
Mojo!,XB
Infinite Stratos 2: Ignition Hearts,PS3
Young Justice: Legacy,Wii
Steins;Gate 0,PS3
The Peanuts Movie: Snoopy's Grand Adventure,3DS
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2
Totally Spies! Totally Party,PC
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS
Brothers Conflict: Passion Pink,PSP
Clannad,X360
Kuryuu Youma Gakuenki Recharge,PS2
Rugby Challenge 3,PS3
Prince of Persia (2008),PC
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS
Schlag den Raab,PC
The Adventures of Lomax,PS
Emily Archer and the Curse of Tutankhamun,DS
Kabu Trader Shun,DS
Hermie Hopperhead: Scrap Panic,PS
Poy Poy,PS
AMNESIA World,PSV
DrumMania 7th Mix,PS2
Runabout 3: Neo Age,PS2
Resident Evil 5 HD,PS4
Aegis of Earth: Protonovus Assault,PSV
Teddy Together,3DS
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP
NatGeo Challenge! Wild Life,X360
Archer Maclean Presents: Pool Paradise,GC
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS
Touch Shot! Love Application,PS3
Nanotek Warrior,PS
Galileo,DS
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4
Cake Mania: Baker's Challenge,PS2
Captain Tsubasa J: The Way to World Youth,SNES
One Piece: Daikaizoku Coliseum,3DS
Renegade Racers,PS
The Legend of Korra (3DS),3DS
Franklin the Turtle,GBA
Senran Kagura: Bon Appétit!,PSV
My Ballet Studio,Wii
Backyard NFL Football,Wii
Gauntlet / Rampart,GBA
River King: Wonderful Journey,PS2
Sengoku Otome: Legend Battle,PSV
RollerCoaster Tycoon 2: Triple Thrill Pack,PC
Pop Cutie! Street Fashion Simulation (JP sales),DS
Harvest Moon: Skytree Village,3DS
Age of Empires III: Gold Edition,PC
Bae Yong-joon to Manabu Kankokugo DS,DS
World War II Combat: Road To Berlin,XB
Imagine: Sweet 16,DS
Last Escort 2: Shinya no Amai Toge,PS2
Pop'n Music 13 Carnival,PS2
Monster Mayhem: Build and Battle,Wii
Tokushu Houdoubu,PSV
